,Unnamed: 0.1,Unnamed: 0,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
240,240,60,50991898,1,85,1,DEPOSITA DE AGUA CEARA,2,2023-06-09,0,,,2023-06-09,Comércio varejista de bebidas,"4721103,4729699,4772500,4789005",RUA,JOANA SIMAO,93,,ACUDE NOVO,63400000.0,CE,1375,88.0,98227604.0,,,,,JADSONBEZERA_3@HOTMAIL.COM,,,4723700
241,241,62,3445908,1,5,1,POSTO 2000,2,2005-08-27,0,,,1999-10-11,Comércio varejista de combustíveis para veículos automotores,"4520001,4520004,4520005,4520006,4530703,4530705,4732600,4784900,4930203,7711000",RUA,DR. GUEDES MARTINS,000520,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4731800
242,242,64,3667752,1,7,1,MERCANTIL COMPRE BEM,2,2004-05-22,0,,,2000-02-18,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721104,4722901,4723700,4724500,4742300,4744001,4744099,4755502,4761003",RUA,SENADOR JOAO TOME,29,,CENTRO,63400000.0,CE,1375,88.0,99980203.0,88.0,97474776.0,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4712100
243,243,66,60746948,3857,40,2,"BRADESCO PA CEDRO, CE",2,2006-03-28,0,,,2006-03-28,"Bancos múltiplos, com carteira comercial",,RUA,CEL. JOSE ALBUQUERQUE,472,,CENTRO,63400000.0,CE,1375,11.0,36844621.0,,,,,,,,6422100
244,244,67,4336116,1,57,1,APAU,2,2005-10-28,0,,,2000-12-29,Atividades de organizações sindicais,,,AGROVILA UBALDINHO,05,,UBALDINHO,63400000.0,CE,1375,,,,,,,,,,9420100
245,245,68,35226901,1,80,1,HENRIQUE MOVEIS,2,2004-01-23,0,,,1990-07-18,Comércio varejista de móveis,"4753900,4759899",AVENIDA,PEDRO LOPES VIEIRA,262,,CENTRO,63400000.0,CE,1375,88.0,96554444.0,88.0,35640467.0,88.0,35640467.0,HENRIQUEMOVEIS@HOTMAIL.COM,,,4754701
246,246,70,41319716,1,33,1,DELOURDES MODAS,2,2004-04-02,0,,,1991-11-19,Comércio varejista de artigos do vestuário e acessórios,,RUA,VEREADOR SALUSTRIANO MOURA,583,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
247,247,73,7554744,1,5,1,SERRARIA CLEMENTINO,2,2005-08-13,0,,,1984-08-08,Serrarias com desdobramento de madeira em bruto,4744002,RUA,VEREADOR JOSE GONCALVES VIANA,221,,CENTRO,63400000.0,CE,1375,88.0,96941232.0,,,,,,,,1610203
248,248,0,69368215,1,66,1,ITAMAR AUTO PECAS E SERVICOS,2,2004-01-23,0,,,1992-12-04,Comércio a varejo de peças e acessórios novos para veículos automotores,"2539001,3314712,3314716,3314717,3314799,4520001,4520002,4520003,4520004,4520005,4520006,4520007,4520008,4530704,5229002",RUA,JOSE PAJE,330,,CENTRO,63400000.0,CE,1375,88.0,35640340.0,,,,,,,,4530703
249,249,1,7993613,1,16,1,AFAPECI ASSISTENCIA FAMILIAR PADRE CICERO,2,2006-05-05,0,,,2006-05-05,Comércio varejista de outros produtos não especificados anteriormente,9603304,TRAVESSA,15 DE NOVEMBRO,30,,CENTRO,63400000.0,CE,1375,88.0,35411387.0,,,,,,,,4789099
250,250,3,4230084,1,0,1,DISTRIBUIDORA DE MEDICAMENTOS CEDRO,2,2005-11-03,0,,,2000-12-18,Comércio atacadista de medicamentos e drogas de uso humano,"3312103,4631100,4632001,4635401,4637199,4641902,4642702,4644302,4645101,4645102,4645103,4646001,4646002,4647801,4649401,4649402,4649404,4649408,4649499,4651601,4651602,4664800,4665600,4669999,4684299,4689399,4753900,4754701,4772500,4773300,4789005,4789007,4923002,7711000,7719599,7729203,7739002,8211300,8599604,9529199",RUA,SAO JOSE,726,,CENTRO,63400000.0,CE,1375,88.0,35641307.0,88.0,21681012.0,,,DIMECEDRO@YAHOO.COM.BR,,,4644301
251,251,5,12467809,1,7,1,ADM P M DO CEDRO,2,1998-06-03,0,,,1990-09-06,Administração pública em geral,,PRACA,NILO VIANA DINIZ,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8411600
252,252,7,8235861,1,60,1,AFAV,2,2006-08-14,0,,,2006-08-14,Atividades de associações de defesa de direitos sociais,"9412099,9493600,9499500",DISTRITO,LAGEDO,SN,,LAGEDO,63400000.0,CE,1375,88.0,99625886.0,,,,,,,,9430800
253,253,8,9441674,1,4,1,FUNERARIA CAMINHO DE CEU,2,2007-09-06,0,,,2007-09-06,Planos de auxílio-funeral,,RUA,PADRE SA,334,,CENTRO,63400000.0,CE,1375,88.0,99512763.0,,,,,,,,6511102
254,254,9,10518006,1,9,1,MERCADINHO DANIELLY,2,2008-11-25,0,,,2008-11-25,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,SÃTIO,MANOEL ALEXANDRE II,110,,ZONA RURAL,63400000.0,CE,1375,88.0,35641091.0,,,,,jccont@brisanet.com.br,,,4712100
255,255,10,10847097,1,26,1,E E I F SONHO DE CRIANCA,2,2009-05-12,0,,,2009-05-12,Educação infantil - pré-escola,8513900,RUA,VICENTE VIANA,448,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,99512763.0,,,,,,,,8512100
256,256,11,11254100,1,60,1,MERCADINHO GONCALVES,2,2009-10-20,0,,,2009-10-20,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4723700,RUA,CEL JOSE DE ALBUQUERQUE,556,,CENTRO,63400000.0,CE,1375,88.0,99065228.0,,,,,,,,4712100
257,257,15,14218912,1,49,1,POSTO I P,2,2011-08-25,0,,,2011-08-25,Comércio varejista de combustíveis para veículos automotores,"4732600,4530705,4729699,5510801",SITIO,MARRECAS,100,KM    01 RODOVIA CE 113,ZONA RURAL,63400000.0,CE,1375,88.0,96178122.0,88.0,97136490.0,,,,,,4731800
258,258,17,14891488,1,7,1,CASA DO AGRICULTOR,2,2012-01-13,0,,,2012-01-13,Comércio varejista de medicamentos veterinários,"4789004,4789002",RUA,CEL JOSE DE ALBUQUERQUE,604,,CENTRO,63400000.0,CE,1375,88.0,98047859.0,,,,,,,,4771704
259,259,18,10192897,1,56,1,LIDER CONTRUCOES,2,2008-07-18,0,,,2008-07-18,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação","4120400,4211101,4213800,4221901,4291000,4311802,4312600,4313400,4321500,4322301,4330401,4330402,4330403,4330404,4330499,4391600,4399103,7732201",RUA,CORONEL JOAO CANDIDO,36,SALA  6,CENTRO,63400000.0,CE,1375,85.0,94071331.0,,,,,LIDERCONSTRUCOES10@YAHOO.COM.BR,,,4222701
260,260,19,14095501,1,3,1,GARPA SECURITY,2,2021-11-23,0,,,2011-08-05,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,"4751201,4752100,4757100,4321500,4322302,9511800,9521500",RUA,JOSE PAJE,394,,CENTRO,63400000.0,CE,1375,88.0,92899311.0,,,,,,,,4759899
261,261,20,17194121,1,14,1,STILY VARIEDADES,2,2012-11-19,0,,,2012-11-19,Comércio varejista de artigos do vestuário e acessórios,"4755503,4782202,4782201",RUA,PROFESSOR NATANAEL CORTEZ,959,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,clebio.contabilidade@hotmail.com,,,4781400
262,262,21,10748801,2,74,2,CIAR,2,2013-04-15,0,,,2013-04-15,Atividade médica ambulatorial restrita a consultas,"8650003,8650004,8650005,8650006",RUA,CORONEL LUIZ FELIPE,170,      A,CENTRO,63400000.0,CE,1375,85.0,30917713.0,85.0,30917713.0,85.0,30917713.0,,,,8630503
263,263,22,18779719,1,38,1,AUTO ESCOLA CEDRO,2,2013-08-29,0,,,2013-08-29,Formação de condutores,,RUA,AZARIAS ALVES DINIZ,157,,CENTRO,63400000.0,CE,1375,88.0,98461136.0,,,,,,,,8599601
264,264,23,21821316,1,14,1,MANINHO PROMOTORA,2,2015-02-05,0,,,2015-02-05,Atividades de cobranças e informações cadastrais,,RUA,ANTONIO VALDER VIANA,204,,CENTRO,63400000.0,CE,1375,88.0,96649785.0,,,,,mbap.ico@hotmail.com,,,8291100
265,265,24,21923320,1,93,1,ASSOCIACAO SAO JOSE,2,2015-02-11,0,,,2015-02-11,Atividades de associações de defesa de direitos sociais,9499500,SITIO,ZE RAIMUNDO,01,SALA;,ZONRA RURAL,63400000.0,CE,1375,88.0,96777879.0,88.0,92113563.0,96.0,373753.0,EVILAUVESJUNIOR@BOL.COM.BR,,,9430800
266,266,25,24015470,1,97,1,ASCOPAFEN,2,2016-01-15,0,,,2016-01-15,Atividades de associações de defesa de direitos sociais,"9493600,9499500",VIA,PLANALTO DOS LEMOS,01,SALA,CEDRO II,63400000.0,CE,1375,88.0,99644888.0,88.0,92429535.0,88.0,99644888.0,COMUNITARIAANTONIOFERNANDES@GMAIL.COM,,,9430800
267,267,26,25000642,1,11,1,PARATODOS CONFECCOES,2,2016-06-15,0,,,2016-06-15,Comércio varejista de artigos do vestuário e acessórios,"4755503,4763601,4755502,4783102,4783101,4789001,4755501,4782201,4772500",RUA,ANTONIO VALDER VIANA,213,,CENTRO,63400000.0,CE,1375,88.0,92454718.0,,,,,,,,4781400
268,268,27,25200427,1,64,1,COMISSAO PROVISORIA MUNICIPAL - PDT,2,2019-08-14,0,,,2016-05-20,Atividades de organizações políticas,,RUA,PADRE EMIDIO LEMOS,75,,CENTRO,63400000.0,CE,1375,88.0,33640191.0,,,,,,,,9492800
269,269,28,18107544,1,12,1,D & P PRESENTES,2,2013-05-14,0,,,2013-05-14,Comércio varejista de artigos do vestuário e acessórios,4772500,10A RUA,DISTRITO LAGEDO,11,CASA,DISTRITO LAGEDO,63400000.0,CE,1375,88.0,99075984.0,,,,,DORINHALYNDA@HOTMAIL.COM,,,4781400
270,270,29,17708655,1,11,1,CLINICA DR. MARCOS ROBERTO,2,2013-03-01,0,,,2013-03-01,Atividade médica ambulatorial com recursos para realização de exames complementares,"8610101,8610102,8630503,8640206,8640207,8640208,8640209,8640213,8640299",RUA,JOEL DUARTE PASSOS,168,,ACUDE NOVO,63400000.0,CE,1375,99.0,35640170.0,88.0,99672765.0,,,CLINICADRMARCOSROBERTO@GMAIL.COM,,,8630502
271,271,30,26563392,1,90,1,VILANIA COSMETICO E PERFUMARIA,2,2016-11-18,0,,,2016-11-18,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4781400,4789099",RUA,CEL JOSE DE ALBUQUERQUE,402,LETRA C,CENTRO,63400000.0,CE,1375,88.0,99786678.0,,,,,JADSONBEZERRA_3@HOTMAIL.COM,,,4772500
272,272,31,27177362,1,9,1,POLY SERVICOS,2,2017-02-22,0,,,2017-02-22,Fotocópias,"4789099,4789001,4751201,4721104,4729699,5612100,4763601,4753900,4772500,1749400,1822901,4789007",RUA,ANTONIO VALDER VIANA,243,,CENTRO,63400000.0,CE,1375,88.0,97817727.0,,,,,CRED_RAPIDO@HOTMAIL.COM,,,8219901
273,273,32,27793581,1,12,1,DISK MARMITA SABORES DO CHEFE,2,2017-05-23,0,,,2017-05-23,Restaurantes e similares,"4723700,4729699,5611203,5611205,5620104",AVENIDA,ENEAS VIANA DE ARAUJO,473,ANEXO A,CENTRO,63400000.0,CE,1375,88.0,81569566.0,,,,,JADSONBEZERRA_3@HOTMAIL.COM,,,5611201
274,274,33,28888224,1,9,1,FCMDCA- FUNDO MUNICIPAL DO CONSELHO DA CRIANCA E ADOLES,2,2015-07-08,0,,,2015-07-08,Administração pública em geral,,RUA,CORONEL CELSO ARAUJO,302,,FATIMA,63400000.0,CE,1375,88.0,35641505.0,88.0,35640120.0,,,,,,8411600
275,275,34,29457590,1,68,1,MERCADINHO MANOEL E LUCIMAR,2,2018-01-17,0,,,2018-01-17,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4729601,4759801,4781400,4789099,4782201,4755503,4755502,4721103,4723700,4762800,4789004,4789005,4789007,4772500",RUA,JOAQUIM MARQUES,131,ANEXO A,ALTO DA FLORESTA,63400000.0,CE,1375,88.0,99446184.0,,,,,,,,4729699
276,276,35,30005879,1,25,1,FUNDO MUNICIPAL DE EDUCACAO - FME - CEDRO-CE,2,1991-12-02,0,,,1991-12-02,Atividades de administração de fundos por contrato ou comissão,,AVENIDA,VEREADOR ENEAS VIANA DE ARAUJO,122,,CENTRO,63400000.0,CE,1375,88.0,35641505.0,88.0,98331112.0,88.0,35641112.0,EDUCACAOCEDRO@HOTMAIL.COM,,,6630400
277,277,36,31006689,1,95,1,TRA AR CONDICIONADO,2,2018-07-24,0,,,2018-07-24,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,,RUA,SAO JOSE,1382,,PEGA AVOANTE,63400000.0,CE,1375,88.0,94391273.0,,,,,CICEROTHIAGO.TRA@GMAIL.COM,,,3314707
278,278,37,31446039,1,60,1,M M LANCHES,2,2018-09-06,0,,,2018-09-06,"Lanchonetes, casas de chá, de sucos e similares",8230001,TERMINAL,RODOVIARIO,SN,BOX 06,CENTRO,63400000.0,CE,1375,88.0,96919338.0,,,,,MARIA.AMORIM15246@GMAIL.COM,,,5611203
279,279,38,32614932,1,10,1,TAPETES SALES CASA DE DEUS A CANAA,2,2019-01-30,0,,,2019-01-30,Fabricação de artefatos de tapeçaria,"4752100,4751201,4723700,4721103,4729699,4772500,4744001,4782201,4744099,4789005",RUA,VEREADOR ANTONIO VIANA DE ARAUJO,15,,ALTO DA FLORESTA,63400000.0,CE,1375,88.0,99446184.0,,,,,MFSALESREPRESENTANTE@GMAIL.COM,,,1352900
280,280,39,32619902,1,5,1,J.S.REPRESENTACAO,2,2019-01-31,0,,,2019-01-31,Comercio varejista de artigos de armarinho,"4721103,4723700,7319002,4713002,4772500,4789005",GALERIA,GUEDES,39,,CENTRO,63400000.0,CE,1375,88.0,96726533.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4755502
281,281,40,33089323,1,52,1,MERCADINHO LAILTON,2,2019-03-20,0,,,2019-03-20,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4744099,4721103,4721102,4723700,4789005,4782201,4772500",AVENIDA,ROSITA AFONSO,37,,JARDIN AFONSO CELSO,63400000.0,CE,1375,88.0,97116270.0,,,,,,,,4729699
282,282,41,33225141,1,61,1,CEDRO VIDROS,2,2019-04-02,0,,,2019-04-02,Comércio varejista de vidros,4330499,RUA,VICENTE VIANA,477,,CENTRO,63400000.0,CE,1375,88.0,97402403.0,88.0,97449256.0,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4743100
283,283,42,33726187,1,64,1,MONTAGEM DE PLACAS SOLAR,2,2019-05-24,0,,,2019-05-24,Instalação e manutenção elétrica,"4618499,7319002",AVENIDA,JOAQUIM ALVES DOS SANTOS,511,,CENTRO,63400000.0,CE,1375,88.0,35641091.0,,,,,WILSONSOUZA1949@BOL.COM.BR,,,4321500
284,284,43,34197146,1,90,1,INDUSTRIA DE LIMPEZA TOP DE CEARENSE,2,2019-07-12,0,,,2019-07-12,Fabricação de sabões e detergentes sintéticos,"2062200,2063100,2222600,2229301,3299006,3299099",ALAMEDA,JOSE QUINTINO,218,,PRADO,63400000.0,CE,1375,88.0,99678093.0,,,,,,,,2061400
285,285,44,34487746,1,93,1,OTICA BOA VISTA,2,2019-08-09,0,,,2019-08-09,Comércio varejista de artigos de óptica,"4755502,4783102,4783101",RUA,VICENTE VIANA,557,LOJA,CENTRO,63400000.0,CE,1375,88.0,98353057.0,,,,,,,,4774100
286,286,45,36015408,1,84,1,MERCADINHO ESTER E CONFECCOES,2,2020-01-15,0,,,2020-01-15,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SITIO CARIUZINHO,00,CONJ,SITIO,63400000.0,CE,1375,88.0,81154623.0,,,,,AYRESMEYRY21@GMAIL.COM,,,4712100
287,287,46,25245928,2,48,2,FJA CALCADOS E ACESSORIOS,2,2020-03-03,0,,,2020-03-03,Comércio varejista de calçados,"4761003,4781400",RUA,CORONEL JOAO CANDIDO,36,LOJA  07,CENTRO,63400000.0,CE,1375,88.0,96823431.0,,,,,ANAFATIMA_LUNA@HOTMAIL.COM,,,4782201
288,288,47,37096412,1,87,1,CASA DE RACAO SALES,2,2020-05-08,0,,,2020-05-08,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,"4732600,4713002,4763602,4763601,4772500,4744001,4744099",DISTRITO,AGROVILA UBALDINHO,56,,ZONA RURAL,63400000.0,CE,1375,88.0,81285123.0,,,,,CASADERACOESALES2020@OUTLOOK.COM,,,4789004
289,289,48,38022127,1,84,1,LUANA ROMEU STUDIO DE BELEZA,2,2020-08-09,0,,,2020-08-09,Atividades de estética e outros serviços de cuidados com a beleza,,RUA,RUA RAIMUNDO  CAUBI DOS SANTOS,201,CONJ,CENTRO,63400000.0,CE,1375,88.0,96396980.0,,,,,LUANAROMEUTEIXEIRASALES@GMAIL.COM,,,9602502
290,290,49,40195404,1,0,1,SOLUT,2,2020-12-24,0,,,2020-12-24,Construção de edifícios,"3600602,3701100,3702900,3811400,3812200,4211102,4212000,4222701,4222702,4291000,4292801,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4321500,4322301,4322302,4322303,4329104,4329105,4330401,4330402,4330404,4330405,4330499,4399101,4399103,4399105,4924800,7711000,7719599,7732201,7732202",RUA,CORONEL JOAO CANDIDO,36,SALA  09,CENTRO,63400000.0,CE,1375,88.0,99390713.0,,,,,SOLUT_EMP@HOTMAIL.COM,,,4120400
291,291,50,40368574,1,31,1,CONSTRUMAIS,2,2021-01-13,0,,,2021-01-13,Comércio varejista de materiais de construção em geral,,RUA,PADRE CICERO,268,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4744099
292,292,51,41740753,1,10,1,AVICEDRO,2,2021-04-28,0,,,2021-04-28,Comércio varejista de hortifrutigranjeiros,0159802,SITIO,CANGALHA,843,,ANGICOS,63400000.0,CE,1375,88.0,99972184.0,,,,,DISRAELLY@GMAIL.COM,,,4724500
293,293,52,42129634,1,99,1,BABY CLOSET MODA INFANTIL,2,2021-05-28,0,,,2021-05-28,Comércio varejista de artigos do vestuário e acessórios,"4789099,4789001,4763601,4772500,4782201",RUA,CEL. JOSE DE ALBUQUERQUE,387,SALA 01,CENTRO,63400000.0,CE,1375,88.0,97078461.0,,,,,BABYCLOSETMODAINFANTILCEDROCE@GMAIL.COM,,,4781400
294,294,53,42742350,1,73,1,BELEZA VIVA VIVEIRO DE PLANTAS,2,2021-07-16,0,,,2021-07-16,Comércio varejista de plantas e flores naturais,,RODOVIA,PADRE CICERO,SN,,CENTRO,63400000.0,CE,1375,88.0,96963993.0,,,,,GREDSONOLIVEIRA@HOTMAIL.COM,,,4789002
295,295,54,43271744,1,53,1,MERCADINHO 3 IRMAS,2,2021-08-25,0,,,2021-08-25,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4723700,4721103,4713002,4755502,4721102,4772500,4789005",10A RUA,SAO JOSE,1274,,PEGA AVOANTE,63400000.0,CE,1375,88.0,93481532.0,,,,,MERCADINHOIRMAS@GMAIL.COM,,,4712100
296,296,55,43572067,1,3,1,R S ARAUJO REPRESENTACOES,2,2021-09-19,0,,,2021-09-19,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",,RUA,CORONEL CAETANO AFONSO,532,,DIVISAO,63400000.0,CE,1375,88.0,92015524.0,,,,,RUBENSCEDRO28@GMAIL.COM,,,4542101
297,297,56,41881877,1,16,1,GT MINIMERCADO,2,2021-05-10,0,,,2021-05-10,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4723700,4744099,4751201,4755502,4761003,4789005,4789007",RUA,SENADOR JOAO TOME,184,,CENTRO,63400000.0,CE,1375,88.0,97520143.0,,,,,PE.GUILHERMEARAUJO@HOTMAIL.COM,,,4712100
298,298,57,44072259,1,13,1,NETO CAR,2,2021-10-29,0,,,2021-10-29,Comércio a varejo de peças e acessórios novos para veículos automotores,"4732600,4530705",RUA,PADRE CICERO,38,,CENTRO,63400000.0,CE,1375,88.0,81926623.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4530703
299,299,59,44344298,1,22,1,AURELANIA CAPRICHO GOURMET,2,2021-11-23,0,,,2021-11-23,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"5620104,4789099,4729699,1092900",RUA,JOSE GONCALVES VIANA,341,,FATIMA,63400000.0,CE,1375,88.0,35641112.0,,,,,ALTANIRJUNIORBR@YAHOO.COM.BR,,,1091102
300,300,62,45865294,1,52,1,MERCADINHO BEZERRAO,2,2022-03-31,0,,,2022-03-31,Comércio varejista de bebidas,"4721103,4755502,4772500,4789005",10A RUA,JOEL PASSOS,831,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4723700
301,301,63,47111556,1,19,1,COMERCIAL CEDRO,2,2022-07-12,0,,,2022-07-12,Comércio varejista de materiais de construção em geral,"4742300,4732600,4744003,4530705,4763603,4530703,4763602,4741500,4530704,4744001,4789005",1A AVENIDA,PEDRO LOPES VIEIRA OU DR FCO SA,308,,CENTRO,63400000.0,CE,1375,88.0,96452959.0,,,,,COMERCIALCEDRO1419A@GMAIL.COM,,,4744099
302,302,64,48479675,1,91,1,UFV VIP CE VI,2,2022-11-01,0,,105.0,2022-11-01,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","3313999,4321500,4322301,6810202",RODOVIA,CE-284,SN,,AREA RURAL,63400000.0,CE,1375,74.0,88527395.0,0.0,0.0,,,CONTABILIDADEMAPACONT@HOTMAIL.COM,,,7739099
303,303,65,48750292,1,6,1,MARIAH EYEWEAR,2,2022-11-29,0,,,2022-11-29,Comércio varejista de artigos de óptica,4783102,RUA,ANTONIO VALDER VIANA,123,,CENTRO,63400000.0,CE,1375,88.0,81386347.0,,,,,NICKOLASMCOSTA@OUTLOOK.COM,,,4774100
304,304,68,44469364,1,90,1,ACAI ALFA MIRANTE,2,2021-12-03,0,,,2021-12-03,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,5611203,AVENIDA,FRANCISCO HELIO DE ARAUJO,327,LETRA A,PRADO,63400000.0,CE,1375,88.0,96193931.0,,,,,ACAI.ALFAMIRANTE@GMAIL.COM,,,4729699
305,305,69,49647476,1,8,1,STUDIO PAULINA SALES,2,2023-02-17,0,,,2023-02-17,"Cabeleireiros, manicure e pedicure",8599604,RUA,ERNESTO TEXEIRA DE ABREU,33,,CENTRO,63400000.0,CE,1375,85.0,99735166.0,,,,,PAULINASALES543@GMAIL.COM,,,9602501
306,306,70,49855559,1,92,1,BROAS CRISTIANO,2,2023-03-08,0,,,2023-03-08,Fabricação de produtos de panificação industrial,,AVENIDA,PEDRO LOPES VIEIRA,382,,CENTRO,63400000.0,CE,1375,88.0,98182670.0,,,,,BROASCRISTIANOCEDRO2023@GMAIL.COM,,,1091101
307,307,71,3432340,1,80,1,J J O ASSESSORIA CONTABIL E FISCAL,2,1999-09-28,0,,,1999-09-28,Atividades de contabilidade,"6920602,8219999,8211300",RUA,PE SA,203,,CENTRO,63400000.0,CE,1375,88.0,97324903.0,,,,,JOBSONDEOLIVEIRA01@GMAIL.COM,,,6920601
308,308,0,5397323,1,84,1,CLICK CEDRO,2,2005-11-03,0,,,2002-11-05,Provedores de acesso às redes de comunicações,"4321500,4322301,4329104,4399104,4742300,4751201,4753900,4761003,6190699,6319400,9511800,9512600",RUA,ADAUTO CASTELO,396-D,,CENTRO,63400000.0,CE,1375,88.0,99672764.0,88.0,92643335.0,,,CLICKCEDRO@HOTMAIL.COM,,,6190601
309,309,2,6745954,2,90,2,HOSPITAL E MATERNIDADE ENEAS VIANA DE ARAUJO,2,2023-01-19,0,,,1995-07-17,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",,AVENIDA,ENEAS VIANA DE ARAUJO,120,,MONTEVIDEO,63400000.0,CE,1375,88.0,35640540.0,,,,,,,,8610101
310,310,3,7142029,4,8,2,COCEDRO,2,2005-11-03,0,,,1977-04-29,Atividades paisagísticas,,RUA,DR FRANCISCO SA,S N,TERREO,CENTRO,63400000.0,CE,1375,,,,,,,,,,8130300
311,311,6,11664356,27,85,2,P D T,2,2005-11-03,0,,,1996-06-11,Atividades de organizações políticas,,RUA,JOEL PESSOA,780,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
312,312,8,34028316,4980,4,2,ECT DR CE AG VARZEA,2,2005-11-03,0,,,1977-06-01,Atividades do Correio Nacional,,RUA,DOS CORREIOS,S N,,VARZEA,63400000.0,CE,1375,,,,,,,,,,5310501
313,313,10,7039736,1,12,1,MERCADINHO SANTO ANTONIO,2,,0,,,2004-10-06,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,VEREADOR PEDRO LOPES VIEIRA,SN,MERC PUB / BOX  08,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
314,314,11,7114147,1,51,1,ACJAS,2,2004-03-16,0,,,2004-03-16,Atividades de associações de defesa de direitos sociais,"9493600,9499500",AVENIDA,JOSE QUINTINO,131,,PRADO,63400000.0,CE,1375,,,,,,,,,,9430800
315,315,21,41649864,1,16,1,KACULA MODAS E VARIEDADES,2,2005-07-22,0,,,1993-01-27,Comércio varejista de artigos do vestuário e acessórios,"4763601,4772500,4782201",RUA,ANTONIO VALDER VIANA,174,,CENTRO,63400000.0,CE,1375,88.0,93628049.0,,,,,NOEBIAKACULAMODAINFANTIL@GMAIL.COM,,,4781400
316,316,22,8781111,1,94,1,ACOMUCE,2,2007-02-09,0,,,2007-02-09,Produção musical,9609299,RUA,JULIO ALVES DOS SANTOS,216,,FATIMA,63400000.0,CE,1375,88.0,96185191.0,88.0,99146072.0,88.0,35640217.0,allan_roberto_26@hotmail.com,,,9001902
317,317,23,8840434,1,1,1,R D MOTOPECAS,2,2007-05-18,0,,,2007-05-18,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,4543900,RUA,VICENTE VIANA,584,,CENTRO,63400000.0,CE,1375,88.0,99572523.0,,,,,,,,4541206
318,318,24,9005636,1,9,1,PANIFICADORA ARTE MASSAS,2,2007-08-09,0,,,2007-08-09,Fabricação de produtos de panificação industrial,"1091102,4712100,4721102,4721104,4789005",RUA,SAO JOSE,1686,,PEGA AVOANTE,63400000.0,CE,1375,88.0,99085689.0,,,,,,,,1091101
319,319,25,10247155,1,80,1,MARRY MODA,2,2008-08-04,0,,,2008-08-04,Comércio varejista de artigos do vestuário e acessórios,"4755503,4782201,4755502,4789001",RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,172,,CENTRO,63400000.0,CE,1375,88.0,99572996.0,,,,,,,,4781400
