,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
702,32889823,1,6,1,,8,2021-08-06,1,,,2019-02-26,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4543900,4520006",SITIO,AGROVILA,SN,CASA,SAO MIGUEL,63400000.0,CE,1375,88.0,94062431.0,,,,,,,,4541206
703,36197571,1,5,1,,8,2020-03-11,1,,,2020-01-30,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4723700,4772500,4789005",RUA,OBI JUCA DINIZ,68,,PRADO,63400000.0,CE,1375,88.0,99520780.0,,,,,,,,4729699
704,28330999,1,56,1,ESPACO DE BELEZA CAPELLI,8,2020-03-10,1,,,2017-08-03,"Cabeleireiros, manicure e pedicure","4772500,9602502",RUA,PADRE DE SA,295,,CENTRO,63400000.0,CE,1375,88.0,94081455.0,,,,,,,,9602501
705,37431385,1,51,1,ATACADAO FRUTAS E VERDURAS,8,2020-11-24,1,,,2020-06-16,Comércio varejista de hortifrutigranjeiros,"4721103,4755502",RUA,CORONEL JOSE DE ALBURQUERQUE,552,,CENTRO,63400000.0,CE,1375,88.0,92606601.0,,,,,RUBENSBELO731@GMAIL.COM,,,4724500
706,38376616,1,34,1,JM COMERCIAL,8,2021-02-04,1,,,2020-09-08,Comércio varejista de laticínios e frios,"4723700,4755502,4721102,4772500,4744001,4789005",RUA,SAO JOAO BATISTA,383,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,JOAOPAULOSOUZAMIRANDA111@GMAIL.COM,,,4721103
707,38695699,1,24,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,RUA,ANTONIO VIANA DE ARUJO,724,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,josesobralviana@gmail.com,,,9492800
708,38743114,1,2,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,RUA,JOSE PACIFICO FILHO,S N,,PRADO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,otrabalhocontinua12@gmail.com,,,9492800
709,38776196,1,83,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,SITIO,SITIO CAJUI,S N,,DISTRITO DE CANDEIAS,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,darciliodutra@gmail.com,,,9492800
710,38841695,1,7,1,,8,2021-02-28,1,,,2020-09-24,Atividades de organizações políticas,,RUA,RUA ADALTO CASTELO,269,I,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,otrabalhocontinua12@gmail.com,,,9492800
711,39711150,1,49,1,CASA DO VAQUEIRO,8,2021-09-20,1,,,2020-11-09,"Lojas de variedades, exceto lojas de departamentos ou magazines",4759899,AVENIDA,PEDRO LOPES VIEIRA,278,,CENTRO,63400000.0,CE,1375,88.0,98052725.0,,,,,,,,4713002
712,27546457,1,52,1,FS COMESTICOS,8,2019-05-20,1,,,2017-04-18,Comercio varejista de artigos de armarinho,"4755503,4783101,4759801,4772500",SITIO,UMARI TORTO,01,,DISTRITO DE ASSUNCAO,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,4755502
713,38841357,1,75,1,,8,2021-02-28,1,,,2020-09-24,Atividades de organizações políticas,,RUA,TABELIAO RAIMUNDO DOS SANTOS,150,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,otrabalhocontinua12@gmail.com,,,9492800
714,25896675,1,91,1,,8,2016-12-31,1,,,2016-08-16,Atividades de organizações políticas,,RUA,SENADOR JOAO TOME,82,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,88.0,35640029.0,rodrigo22cedro@gmail.com,,,9492800
715,42214938,1,54,1,,8,2021-12-10,1,,,2021-06-07,Ensino de música,,RUA,TRAVESSA TIRADENTES,183,CASA,PRADO,63400000.0,CE,1375,88.0,96403802.0,,,,,ADSCEDRO@GMAIL.COM,,,8592903
716,80394,1,35,1,,8,2008-12-31,71,,,1994-06-01,Comércio varejista de tecidos,,RUA,VER.SALUSTIANO MOURA,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4755501
717,5255859,1,65,1,LOJAO DO POVO,8,2003-06-02,1,,,2002-08-12,Comércio varejista de artigos do vestuário e acessórios,,RUA,CEL JOSE DE ALBUQUERQUE,577,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
718,5273982,1,9,1,JOSEFA TEIXEIRA DOS SANTOS CAFES,8,1979-11-14,1,,,1977-05-20,Atividade Econônica não informada,,RUA,D PEDRO II,01,TERREO,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
719,1936428,1,3,1,,8,2015-02-09,73,,,1997-06-30,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,PROF. NATANAEL CORTEZ,960,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9430800
720,371522,1,8,1,ATACADAO BEZERRA,8,1998-07-29,1,,,1994-12-29,"Comércio atacadista de café torrado, moído e solúvel",,RUA,CEL JOAO CANDIDO,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4637101
721,395125,1,68,1,,8,1997-08-13,1,,,1995-01-18,Confecção de roupas íntimas,"1411802,1412601",RUA,CEL JOSE DE ALBUQUERQUE,565,,CENTRO,63400000.0,CE,1375,,,,,,,,,,1411801
722,5456023,1,29,1,,8,2012-09-20,1,,,2002-12-06,Comércio varejista de materiais de construção não especificados anteriormente,,AVENIDA,PEDRO LOPES VIEIRA,130,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4744005
723,5572279,1,0,1,,8,2018-11-07,1,,,2003-03-20,Comercio varejista de artigos de armarinho,"4721103,4789005,4772500",RUA,VEREADOR SLAUSTIANO MOURA,511,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4755502
724,3999129,1,43,1,ESCOLA SAO FRANCISCO,8,2008-12-31,71,,,2000-08-21,Ensino fundamental,,RUA,VEREADOR PEDRO LOPES VIEIRA,33,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8513900
725,693752,1,85,1,MERCADINHO SANTA IZABEL,8,2021-03-05,1,,,1995-07-12,Comércio varejista de bebidas,"4721103,4772500,4789005",RUA,SAO JOSE,1216,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4723700
726,6024285,1,87,1,,8,1982-10-19,1,,,1980-05-27,Atividade Econônica não informada,,RUA,DOM PEDRO SEGUNDO,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
727,6038129,1,75,1,,8,2008-12-31,71,,,1980-07-15,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,DR JOAO PESSOA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
728,35244896,1,39,1,,8,2008-12-31,71,,,1990-08-16,Fabricação de laticínios,,RUA,VER JOSE GONCALVES,217,,CENTRO,63400000.0,CE,1375,,,,,,,,,,1052000
729,6616900,1,44,1,,8,2004-12-31,1,,,2004-07-19,Atividades de organizações políticas,,RUA,VICENTINA ALBUQUERQUE,SN,SC,FATIMA,63400000.0,CE,1375,,,,,,,,,,9492800
730,6654957,1,38,1,,8,2004-12-31,1,,,2004-07-20,Atividades de organizações políticas,,RUA,SEN JOAO TOME,262,SC,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
731,74134685,1,3,1,,8,2023-02-02,1,,,1994-01-28,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SAO JOAO BATISTA,20,MERC PUBL BOX 21,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
732,1298166,1,7,1,,8,1996-12-13,1,,,1996-07-03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",,RUA,JOEL PASSOS,1199,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4921302
733,1318786,1,52,1,,8,2008-12-31,71,,,1996-07-12,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,SINHA DA ALCANTARA,584,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,9430800
734,6869123,1,40,1,,8,2004-12-31,1,,,2004-08-02,Atividades de organizações políticas,,RUA,SAO JOSE,001818,,PEDRA VOANTE,63400000.0,CE,1375,,,,,,,,,,9492800
735,6397530,1,0,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,,VEREADOR ANTO VIANA ARAUJO,256,,FATIMA,63400000.0,CE,1375,,,,,,,,,,9492800
736,6415200,1,91,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,RUA,SE JOAO TOME,298,SIC,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
737,6417413,1,52,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,SITIO,CACHOEIRA DOS FERNANDES,0,ZONA RURAL,VARZEA,63405000.0,CE,1375,,,,,,,,,,9492800
738,4774549,1,94,1,,8,2015-02-09,73,,,2001-11-07,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,VEREADOR PEDRO LOPES VIEIRA,S/N,MERC PUB  -   BOX  08,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
739,4804202,1,47,1,ALICE PAPELARIA,8,2002-12-16,1,,,2001-11-23,Comércio varejista de livros,,RUA,ANTONIO VALDER VIANA,174,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4761001
740,7140965,1,29,1,,8,1990-08-03,1,,,1966-08-29,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,DISTRITO,DE VARZEA,SN,,,63400000.0,CE,1375,,,,,,,,,,4712100
741,7141237,1,31,1,,8,1985-03-27,1,,,1966-08-29,Atividade Econônica não informada,,SETOR,SANTO ANTONIO,SN,,,63400000.0,CE,1375,,,,,,,,,,8888888
742,7141310,1,75,1,,8,2018-06-14,1,,,1966-08-19,Padaria e confeitaria com predominância de revenda,,AVENIDA,PEDRO LOPES VIEIRA,130,,CENTRO,63400000.0,CE,1375,88.0,35814176.0,,,,,,,,4721102
743,7141351,1,61,1,,8,1991-08-22,1,,,1972-09-04,Comércio atacadista de cereais e leguminosas beneficiados,,RUA,CEL LUIZ FELIPE,1,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4632001
744,7141518,1,94,1,,8,2015-02-09,73,,,1971-01-26,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SAO JOSE,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
745,1543383,1,7,1,,8,2020-08-26,1,,,1996-11-12,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CEL JOAO CANDIDO,S/N,,CENTRO,63400000.0,CE,1375,88.0,92164380.0,,,,,,,,4712100
746,41549627,1,83,1,CASA DO ESTUDANTE,8,2008-12-31,71,,,1992-07-02,Comércio varejista de livros,,RUA,VALDER VIANA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4761001
747,7212885,1,31,1,,8,2014-05-19,54,,,2005-02-11,Beneficiamento de arroz,,RUA,PREFEITO JOSE BATISTA FILHO,1850,,PEDRA AVOANTE,63400000.0,CE,1375,,,,,,,,,,1061901
748,7430804,1,70,1,,8,2011-12-08,54,,,1972-07-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,OBI JUCA DINIZ,123,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
749,7431240,1,90,1,,8,1990-08-03,1,,,1973-12-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,DR JOAO PESSOA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
750,7552847,1,28,1,,8,2008-12-31,71,,,1984-09-03,Fabricação de massas alimentícias,,RUA,PROF NATANAEL CORTEZ,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,1094500
751,63543474,1,8,1,,8,1999-05-06,1,,,1991-08-01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",,RUA,CEL JOAO CANDIDO,366,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4771701
752,9523507,1,2,1,COHACEDRO,8,1982-11-18,1,,,1980-01-24,Atividade Econônica não informada,,RUA,DR FRANCISCO SA,32,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
753,35091214,1,3,1,,8,2005-03-29,1,,,1990-01-23,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,MERCADO PUBLICO,25,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
754,10498186,1,4,1,,8,2008-12-31,71,,,1986-05-22,Comércio varejista de tecidos,,RUA,S JOAO BATISTA,12,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4755501
755,11582251,1,48,1,,8,2008-12-31,71,,,1986-08-27,Comércio varejista de carnes - açougues,,RUA,CEL JOSE DE ALBUQUERQUE,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4722901
756,11666443,1,32,1,,8,2008-12-31,71,,,1986-10-20,Comércio varejista de artigos de óptica,,RUA,ANTONIO DIOGO,55,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
757,11760196,1,39,1,,8,1990-08-03,1,,,1987-01-26,Atividade Econônica não informada,,RUA,JOANA SIMAO,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
758,11820867,1,0,1,,8,2020-09-02,1,,,1987-05-13,Comércio varejista de artigos do vestuário e acessórios,"4755502,4755503",RUA,SAO JOSE,1404,,PEDRA AVOANTE,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4781400
759,12463089,1,1,1,AABB DE CEDRO,8,2008-12-31,71,,,1988-07-07,"Clubes sociais, esportivos e similares",,,TV TRAVESSA 15 DE NOVEMBRO,04,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9312300
760,35095272,1,5,1,,8,2004-09-22,1,,,1990-02-05,Comercio varejista de artigos de armarinho,,RUA,D PEDRO II,194,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4755502
761,7685395,1,52,1,,8,2022-08-31,1,,,2005-11-04,Fabricação de embalagens de papel,"3299099,2063100",TRAVESSA,ANTONIO BATISTA TEIXEIRA,57,,FATIMA,63400000.0,CE,1375,88.0,35814176.0,,,,,,,,1731100
762,7792294,1,80,1,CASA SONHO DAS CRIANCAS,8,2015-02-09,73,,,1985-11-01,Comércio varejista de artigos do vestuário e acessórios,,RUA,D PEDRO II,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
763,753960,1,22,1,J B TRANSPORTES E TURISMO,8,2002-10-17,1,,,1995-08-15,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",,RUA,AZARIAS ALVES DINIZ,207,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4930202
764,35087550,1,74,1,,8,2020-12-02,1,,,1990-01-17,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4721103,4755502,4789005",RUA,PADRE CICERO,175,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4772500
765,23713837,4,26,2,,8,2008-12-31,71,,,1991-10-22,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",,RUA,PROF NATANAEL CORTES,SN,TERMINAL RODOVIARIO,RODOVIARIA,63400000.0,CE,1375,,,,,,,,,,4921301
766,7430549,1,65,1,,8,2002-12-18,1,,,1971-10-12,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,FAZENDA,BALDINHO,SN,,,63400000.0,CE,1375,,,,,,,,,,4711301
767,11550613,1,19,1,MOTO PECAS,8,2016-01-12,1,,,1986-09-09,Comércio varejista de outros produtos não especificados anteriormente,,RUA,SENADOR JOAO TOME,71,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4789099
768,11758380,1,44,1,,8,2006-03-24,1,,,1987-01-28,Atividade Econônica não informada,,RUA,ANTONIO DIOGO,57,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
769,11769874,1,24,1,,8,2008-12-31,71,,,1987-02-12,Comércio varejista de artigos do vestuário e acessórios,,TRAVESSA,15 DE NOVEMBRO,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
770,7767313,1,19,1,COMERCIAL VIANA,8,2019-08-01,1,,,2005-11-30,Comércio varejista de materiais de construção em geral,"4789005,4789007,4729699,4751201",RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,134,,CENTRO,63400000.0,CE,1375,88.0,35814176.0,,,,,,,,4744099
771,9752666,1,70,1,,8,2008-12-31,1,,,2008-07-06,Atividades de organizações políticas,,RUA,RUA 21 DE OUTUBRO,964,,ALTO DO PADEIRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrocadavezmelhor@gmail.com,,,9492800
772,9789999,1,74,1,,8,2008-12-31,1,,,2008-07-06,Atividades de organizações políticas,,RUA,RUA CEL. JOSÃ DE ALBUQUERQUE,361,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrocadavezmelhor@gmail.com,,,9492800
773,10408448,1,0,1,MERCADINHO TAYNA,8,2021-03-23,1,,,2008-09-22,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,"4755503,4763601,4772500,4781400,4782201,4789001",RUA,VEREADOR SALUSTIANO MOURA,538,,CENTRO,63400000.0,CE,1375,88.0,99040853.0,,,,,,,,4759899
774,11078669,1,12,1,MERCADINHO CABRAL,8,2014-07-03,1,,,2009-08-18,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4723700,4755502",RUA,ZE PAJE,387,TERREO,CENTRO,63400000.0,CE,1375,88.0,99240457.0,,,,,,,,4712100
775,8307541,1,79,1,DANIELA MODAS,8,2020-12-31,75,,,2006-09-20,Comércio varejista de artigos do vestuário e acessórios,4782201,TRAVESSA,15 DE NOVEMBRO,20,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4781400
776,11581155,1,85,1,LICE COMERCIO E SERVICOS,8,2016-07-26,1,,,2010-02-08,Fornecimento de alimentos preparados preponderantemente para empresas,"8599604,8230001,5611203,5620102,5611201",RUA,VICENTE VIANA,557,,CENTRO,63400000.0,CE,1375,88.0,98034437.0,,,85.0,32290077.0,cledes_42@hotmail.com,,,5620101
777,13494037,1,65,1,MESA FARTA,8,2014-02-27,1,,,2011-04-07,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4722901,RUA,PADRE CICERO,273,,ALTO IDEPENDENCIA,63400000.0,CE,1375,88.0,92962433.0,,,,,,,,4712100
778,9735435,1,59,1,,8,2008-12-31,1,,,2008-07-06,Atividades de organizações políticas,,RUA,RUA ANTÃNIO ALVES DOS SANTOS,312,,FÃTIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrocadavezmelhor@gmail.com,,,9492800
779,10207357,1,7,1,,8,2016-11-25,1,,,2008-07-04,Comércio varejista de artigos do vestuário e acessórios,"4755503,4729699,4782201",RUA,VALDEMIR ALBUQUERQUE,316,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,99579949.0,,,,,evilauvesjunior@bol.com.br,,,4781400
780,13221269,1,40,1,,8,2018-02-01,67,,,2011-02-08,Fabricação de produtos de panificação industrial,4721102,RUA,CEL. ANTONIO AFONSO,399,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,96777879.0,,,,,juniorlopescedro@hotmail.com,,,1091101
781,14035444,1,77,1,,8,2013-08-22,1,,,2011-07-29,Comércio varejista de calçados,,RUA,vicente viana,1186,,alto da independencia,63400000.0,CE,1375,88.0,99555323.0,,,,,alexsandrod2_2006@hotmail.com,,,4782201
782,15949507,1,63,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,CELSO ALVES DE ARAUJO,543,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
783,16373266,1,10,1,,8,2012-12-31,1,,,2012-07-09,Atividades de organizações políticas,,RUA,FRANCISCO CHAGAS DE ALCANTARA,26,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,92861284.0,,,88.0,35641485.0,cedrodetodosnos@live.com,,,9492800
784,16430516,1,6,1,,8,2012-12-31,1,,,2012-07-11,Atividades de organizações políticas,,RUA,RUA VICENTINA ALBUQUERQUE,124,CASA,FATIMA,63400000.0,CE,1375,88.0,99678163.0,,,88.0,35641020.0,dinizmagno@gmail.com,,,9492800
785,16540779,1,78,1,,8,2012-12-31,1,,,2012-07-20,Atividades de organizações políticas,,RUA,PADRE EMIDIO LEMOS,75,CASA,CENTRO,63400000.0,CE,1375,88.0,99656682.0,,,88.0,35641020.0,prholiveira@hotmail.com,,,9492800
786,16876514,1,45,1,CURSO PREPARATORIO O GALILEU,8,2020-09-04,1,,,2012-08-29,Ensino médio,8513900,RUA,JOSE GABRIEL DINIZ,1071,,DIVISAO,63400000.0,CE,1375,88.0,92853780.0,,,,,,,,8520100
787,17332090,1,10,1,SALAO SEMPRE BELA,8,2013-04-16,1,,,2012-12-21,Atividades de estética e outros serviços de cuidados com a beleza,,RUA,ROBSON BEZERRA LIMA,007,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,99520281.0,,,,,jeneteerobert@hotmail.com,,,9602502
788,17874265,1,11,1,FRANCISCO LUIZ DO NASCIMENTO,8,2016-04-27,1,,,2013-04-04,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4755503,4755502,4781400,4723700,4729699,4782201,4763602",RUA,francisco duarte souza,20,,alto da floresta,63400000.0,CE,1375,85.0,96717992.0,,,,,,,,4772500
789,8403038,1,17,1,JOIA RARA,8,2013-05-15,1,,,2006-10-30,Comércio varejista de artigos do vestuário e acessórios,4755502,RUA,CEL JOSE DE ALBUQUERQUE,517,,CENTRO,63400000.0,CE,1375,88.0,35640548.0,88.0,35640588.0,,,,,,4781400
790,9827127,1,53,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,SITIO RECANTO,000,,SÃO MIGUEL,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
791,12115688,1,34,1,,8,2018-02-01,67,,,2010-06-23,Outras atividades de publicidade não especificadas anteriormente,8230001,GALERIA,BACANA,04,,CENTRO,63400000.0,CE,1375,88.0,92789840.0,,,,,,,,7319099
792,69708758,3,47,2,,8,2018-03-16,1,,,2011-09-27,Comércio varejista de artigos de óptica,4783101,RUA,1 (UM),16,,CONJUNTO HABITACIONAL,63400000.0,CE,1375,88.0,9143929.0,,,,,,,,4774100
793,18381679,1,71,1,LUCAS PERFUMARIA,8,2013-08-23,1,,,2013-06-28,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4755503,4781400",RUA,JOEL PASSOS,924,,CENTRO,63400000.0,CE,1375,88.0,96401924.0,,,,,lucas_d.b@hotmail.com,,,4772500
794,18620876,1,4,1,JINFORMATICA,8,2014-03-24,1,,,2013-08-06,Treinamento em informática,8219999,RUA,TOTONHO ALVES,58,CASA CASA,ALTO DA INDEPENCENCIA,63400000.0,CE,1375,88.0,97652085.0,,,,,so_nirvana_00@hotmail.com,,,8599603
795,18922741,1,95,1,MERCADINHO BOM PREO,8,2016-11-21,1,,,2013-09-17,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",,CONJ. HABITACIONAL,RUA 04,15,LETRA A,VARZEA DA CONCECAO,63400000.0,CE,1375,88.0,99417217.0,88.0,92916523.0,,,clebio.contabilidade@hotmail.com,,,4711302
796,19313513,1,80,1,LOJAO DA FE,8,2018-10-03,1,,,2013-11-26,Comércio varejista de artigos do vestuário e acessórios,"4763601,4755503,4783102,4783101,4782201,4772500,4763602",RUA,VEREADOR SALUSTIANO MOURA,550,,CENTRO,63400000.0,CE,1375,88.0,92113563.0,,,,,,,,4781400
797,19997637,1,22,1,SOL VARIEDADES,8,2014-11-13,1,,,2014-04-02,Comércio varejista de outros produtos não especificados anteriormente,,RUA,cel.caetano afonso,535,CASA ;CASA ;CASA ;CASA,divisao,63400000.0,CE,1375,88.0,97814587.0,,,,,solangegregorio@live.com,,,4789099
798,22274755,1,17,1,DIOGO AGUAS,8,2016-11-09,1,,,2015-04-17,Comércio varejista de bebidas,4755502,RUA,AZARIA ALVES DINIZ,13,,CENTRO,63400000.0,CE,1375,11.0,87051019.0,,,,,diogomoral@hotmail.com,,,4723700
799,22299716,1,74,1,ILHA INFORMATICA,8,2018-11-12,1,,,2015-04-22,Comércio varejista especializado de equipamentos e suprimentos de informática,"9511800,8599603,4754701,6190699,4752100,8299707,4789007",RUA,PADRE SA,360,,CENTRO,63400000.0,CE,1375,88.0,97816285.0,,,,,wiltonpinheiro2004@outlook.com,,,4751201
800,22596110,1,9,1,PURIFIC PURIFICADORES DE AGUA,8,2020-01-30,1,,,2015-06-08,Comercio varejista de artigos de armarinho,,RUA,GENERAL TIBUSSIO,66,,CENTRO,63400000.0,CE,1375,88.0,99592931.0,,,,,,,,4755502
801,24273102,1,49,1,,8,2016-03-10,1,,,2016-02-29,Comércio varejista de laticínios e frios,"4755503,4724500,4723700,4789005,4772500",RUA,DR GUEDES MARTINS,29,ANDAR ALTOS,CENTRO,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,4721103
802,24812995,1,53,1,KAEL MOTOS,8,2016-07-18,1,,,2016-05-17,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4543900,4530704,4530703,4520001",ACESSO,GALERIA BACANA,39,,CENTRO,63400000.0,CE,1375,88.0,96013777.0,,,,,kaelmotos@gmail.com,,,4541206
803,24904751,1,9,1,,8,2023-01-03,1,,,2016-05-31,Comércio varejista de artigos do vestuário e acessórios,,RUA,Vinte e um de outubro,1213,CASA,Alto do Padeiro,63400000.0,CE,1375,88.0,99809140.0,,,,,,,,4781400
804,24947796,1,52,1,VIDRACARIA CEDRO,8,2019-03-14,1,,,2016-06-07,Comércio varejista de vidros,4330499,RUA,Coronel Celso Araujo,sn,,Fatima,63400000.0,CE,1375,88.0,99417217.0,,,,,clebio.contabilidade@hotmail.com,,,4743100
805,25144615,1,12,1,ANDREZA MODAS E INFORMATICA,8,2018-09-13,1,,,2016-07-06,Comércio varejista especializado de equipamentos e suprimentos de informática,"4742300,4783102,4783101,4753900,4781400,4759899,4782201,4772500",RUA,ADAUTO CASTELO,396 C,,CENTRO,63400000.0,CE,1375,88.0,96777879.0,,,,,andrezamodacedroce@gmail.com,,,4751201
806,25744844,1,78,1,,8,2016-12-31,1,,,2016-08-15,Atividades de organizações políticas,,RUA,PADRE CICERO,354,,ALTO DO PADEIRO,63400000.0,CE,1375,0.0,0.0,,,88.0,35640029.0,rodrigo22cedro@gmail.com,,,9492800
807,24164897,1,57,1,CENTRAL AVIAMENTOS E VARIEDADES,8,2021-12-01,1,,,2016-02-15,Comercio varejista de artigos de armarinho,,RUA,SENADOR JOAO TOME,351,,CENTRO,63400000.0,CE,1375,88.0,96170935.0,,,,,ADSCEDRO@GMAIL.COM,,,4755502
